Ceremony,Year,Class,CanonicalCategory,Category,NomId,Film,FilmId,Name,NomineeIds,Winner
54,1981,Production,FILM EDITING,FILM EDITING,an0049782,Chariots of Fire,tt0082158,Terry Rawlings,nm0712625,FALSE
54,1981,Production,FILM EDITING,FILM EDITING,an0049783,The French Lieutenant's Woman,tt0082416,John Bloom,nm0089182,FALSE
54,1981,Production,FILM EDITING,FILM EDITING,an0049784,On Golden Pond,tt0082846,Robert L. Wolfe,nm0938130,FALSE
54,1981,Production,FILM EDITING,FILM EDITING,an0049781,Raiders of the Lost Ark,tt0082971,Michael Kahn,nm0434883,TRUE
54,1981,Production,FILM EDITING,FILM EDITING,an0049785,Reds,tt0082979,"Dede Allen, Craig McKay","nm0020441,nm0570947",FALSE
54,1981,Production,MAKEUP AND HAIRSTYLING,MAKEUP,an0049798,An American Werewolf in London,tt0082010,Rick Baker,nm0000711,TRUE
54,1981,Production,MAKEUP AND HAIRSTYLING,MAKEUP,an0049799,Heartbeeps,tt0082507,Stan Winston,nm0935644,FALSE
54,1981,Music,MUSIC (Original Score),MUSIC (Original Score),an0049793,Chariots of Fire,tt0082158,Vangelis,nm0006331,TRUE
54,1981,Music,MUSIC (Original Score),MUSIC (Original Score),an0049794,Dragonslayer,tt0082288,Alex North,nm0006218,FALSE
54,1981,Music,MUSIC (Original Score),MUSIC (Original Score),an0049795,On Golden Pond,tt0082846,Dave Grusin,nm0006115,FALSE
54,1981,Music,MUSIC (Original Score),MUSIC (Original Score),an0049796,Ragtime,tt0082970,Randy Newman,nm0005271,FALSE
54,1981,Music,MUSIC (Original Score),MUSIC (Original Score),an0049797,Raiders of the Lost Ark,tt0082971,John Williams,nm0002354,FALSE
54,1981,Music,MUSIC (Original Song),MUSIC (Original Song),an0049788,Arthur,tt0082031,"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen","nm0000820,nm0004728,nm0189131,nm0020899",TRUE
54,1981,Music,MUSIC (Original Song),MUSIC (Original Song),an0049789,Endless Love,tt0082329,Music and Lyric by Lionel Richie,nm0005360,FALSE
54,1981,Music,MUSIC (Original Song),MUSIC (Original Song),an0049790,The Great Muppet Caper,tt0082474,Music and Lyric by Joe Raposo,nm0710809,FALSE
54,1981,Music,MUSIC (Original Song),MUSIC (Original Song),an0844194,For Your Eyes Only,tt0082398,Music by Bill Conti; Lyric by Mick Leeson,"nm0006015,nm8750776",FALSE
54,1981,Music,MUSIC (Original Song),MUSIC (Original Song),an0049792,Ragtime,tt0082970,Music and Lyric by Randy Newman,nm0005271,FALSE
54,1981,Title,BEST PICTURE,BEST PICTURE,an0049722,Atlantic City,tt0080388,"Denis Heroux and John Kemeny, Producers","nm0405759,nm0447190",FALSE
54,1981,Title,BEST PICTURE,BEST PICTURE,an0049721,Chariots of Fire,tt0082158,"David Puttnam, Producer",nm0701298,TRUE
54,1981,Title,BEST PICTURE,BEST PICTURE,an0049723,On Golden Pond,tt0082846,"Bruce Gilbert, Producer",nm0317982,FALSE
54,1981,Title,BEST PICTURE,BEST PICTURE,an0049724,Raiders of the Lost Ark,tt0082971,"Frank Marshall, Producer",nm0550881,FALSE
54,1981,Title,BEST PICTURE,BEST PICTURE,an0049725,Reds,tt0082979,"Warren Beatty, Producer",nm0000886,FALSE
54,1981,Title,SHORT FILM (Animated),SHORT FILM (Animated),an0049800,Crac,tt0082209,"Fr̩d̩ric Back, Producer",nm0045610,TRUE
54,1981,Title,SHORT FILM (Animated),SHORT FILM (Animated),an0049801,The Creation,tt0082212,"Will Vinton, Producer",nm0899139,FALSE
54,1981,Title,SHORT FILM (Animated),SHORT FILM (Animated),an0049802,The Tender Tale of Cinderella Penguin,tt0083182,"Janet Perlman, Producer",nm0674222,FALSE
54,1981,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),an0049804,Couples and Robbers,tt0082207,"Christine Oestreicher, Producer",nm0644325,FALSE
54,1981,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),an0049805,First Winter,tt0082383,"John N. Smith, Producer",nm0808807,FALSE
54,1981,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),an0049803,Violet,tt0083293,"Paul Kemp and Shelley Levinson, Producers","nm0447351,nm0506099",TRUE
54,1981,Production,SOUND MIXING,SOUND,an0049777,On Golden Pond,tt0082846,"Richard Portman, David Ronne","nm0692446,nm0740122",FALSE
54,1981,Production,SOUND MIXING,SOUND,an0049778,Outland,tt0082869,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory","nm0929414,nm0321903,nm0858222,nm0339932",FALSE
54,1981,Production,SOUND MIXING,SOUND,an0049779,Pennies from Heaven,tt0082894,"Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton","nm0463489,nm0362326,nm0878889,nm0653929",FALSE
54,1981,Production,SOUND MIXING,SOUND,an0049776,Raiders of the Lost Ark,tt0082971,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman","nm0890106,nm0556541,nm0484414,nm0153335",TRUE
54,1981,Production,SOUND MIXING,SOUND,an0049780,Reds,tt0082979,"Dick Vorisek, Tom Fleischman, Simon Kaye","nm0903459,nm0281530,nm0443393",FALSE
54,1981,Production,VISUAL EFFECTS,VISUAL EFFECTS,an0049787,Dragonslayer,tt0082288,"Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson","nm0613830,nm0864138,nm0707822,nm0424644",FALSE
54,1981,Production,VISUAL EFFECTS,VISUAL EFFECTS,an0049786,Raiders of the Lost Ark,tt0082971,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston","nm0249430,nm0922187,nm0629785,nm0002653",TRUE
54,1981,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0049757,The French Lieutenant's Woman,tt0082416,Harold Pinter,nm0056217,FALSE
54,1981,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0049756,On Golden Pond,tt0082846,Ernest Thompson,nm0860125,TRUE
54,1981,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0049758,Pennies from Heaven,tt0082894,Dennis Potter,nm0693259,FALSE
54,1981,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0049759,Prince of the City,tt0082945,"Jay Presson Allen, Sidney Lumet","nm0696319,nm0001486",FALSE
54,1981,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0049760,Ragtime,tt0082970,Michael Weller,nm0919876,FALSE
54,1981,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0049752,Absence of Malice,tt0081974,Kurt Luedtke,nm0525104,FALSE
54,1981,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0049753,Arthur,tt0082031,Steve Gordon,nm0330619,FALSE
54,1981,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0049754,Atlantic City,tt0080388,John Guare,nm0345359,FALSE
54,1981,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0049751,Chariots of Fire,tt0082158,Colin Welland,nm0919815,TRUE
54,1981,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0049755,Reds,tt0082979,"Warren Beatty, Trevor Griffiths","nm0000886,nm0341767",FALSE
54,1981,Special,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),an0053898,Raiders of the Lost Ark,tt0082971,"Ben Burtt, Richard L. Anderson","nm0123785,nm0027328",TRUE
55,1982,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0051965,Tootsie,tt0084805,Dustin Hoffman,nm0000163,FALSE
55,1982,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0051964,Gandhi,tt0083987,Ben Kingsley,nm0001426,TRUE
55,1982,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0051966,Missing,tt0084335,Jack Lemmon,nm0000493,FALSE
55,1982,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0051967,The Verdict,tt0084855,Paul Newman,nm0000056,FALSE
55,1982,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0051968,My Favorite Year,tt0084370,Peter O'Toole,nm0000564,FALSE
55,1982,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0051975,The Best Little Whorehouse in Texas,tt0083642,Charles Durning,nm0001164,FALSE
55,1982,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0051974,An Officer and a Gentleman,tt0084434,"Louis Gossett, Jr.",nm0001283,TRUE
55,1982,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0051976,The World According to Garp,tt0084917,John Lithgow,nm0001475,FALSE
55,1982,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0051977,The Verdict,tt0084855,James Mason,nm0000051,FALSE
55,1982,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0051978,Victor/Victoria,tt0084865,Robert Preston,nm0696481,FALSE
55,1982,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0051970,Victor/Victoria,tt0084865,Julie Andrews,nm0000267,FALSE
55,1982,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0051971,Frances,tt0083967,Jessica Lange,nm0001448,FALSE
55,1982,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0051972,Missing,tt0084335,Sissy Spacek,nm0000651,FALSE
55,1982,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0051969,Sophie's Choice,tt0084707,Meryl Streep,nm0000658,TRUE
55,1982,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0051973,An Officer and a Gentleman,tt0084434,Debra Winger,nm0000700,FALSE
55,1982,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0051980,The World According to Garp,tt0084917,Glenn Close,nm0000335,FALSE
55,1982,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0051981,Tootsie,tt0084805,Teri Garr,nm0000414,FALSE
55,1982,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0051979,Tootsie,tt0084805,Jessica Lange,nm0001448,TRUE
55,1982,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0051982,Frances,tt0083967,Kim Stanley,nm0822535,FALSE
55,1982,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,an0051983,Victor/Victoria,tt0084865,Lesley Ann Warren,nm0000690,FALSE
55,1982,Production,ART DIRECTION,ART DIRECTION,an0052005,Annie,tt0083564,Art Direction: Dale Hennesy; Set Decoration: Marvin March,"nm0377322,nm0545322",FALSE
55,1982,Production,ART DIRECTION,ART DIRECTION,an0052006,Blade Runner,tt0083658,"Art Direction: Lawrence G. Paull, David L. Snyder; Set Decoration: Linda DeScenna","nm0667223,nm0811435,nm0220984",FALSE
55,1982,Production,ART DIRECTION,ART DIRECTION,an0052004,Gandhi,tt0083987,"Art Direction: Stuart Craig, Bob Laing; Set Decoration: Michael Seirton","nm0186023,nm0481925,nm0782661",TRUE
55,1982,Production,ART DIRECTION,ART DIRECTION,an0052007,La Traviata,tt0084821,Art Direction: Franco Zeffirelli; Set Decoration: Gianni Quaranta,"nm0001874,nm0702892",FALSE
55,1982,Production,ART DIRECTION,ART DIRECTION,an0052008,Victor/Victoria,tt0084865,"Art Direction: Rodger Maus, Tim Hutchinson, William Craig Smith; Set Decoration: Harry Cordwell","nm0561312,nm0404407,nm0807778,nm0179681",FALSE
55,1982,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0052000,Das Boot,tt0082096,Jost Vacano,nm0005911,FALSE
55,1982,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0052001,E.T. The Extra-Terrestrial,tt0083866,Allen Daviau,nm0005679,FALSE
55,1982,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051999,Gandhi,tt0083987,"Billy Williams, Ronnie Taylor","nm0930119,nm0853111",TRUE
55,1982,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0052002,Sophie's Choice,tt0084707,Nestor Almendros,nm0000743,FALSE
55,1982,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0052003,Tootsie,tt0084805,Owen Roizman,nm0005845,FALSE
55,1982,Production,COSTUME DESIGN,COSTUME DESIGN,an0052009,Gandhi,tt0083987,"John Mollo, Bhanu Athaiya","nm0597087,nm0040390",TRUE
55,1982,Production,COSTUME DESIGN,COSTUME DESIGN,an0052010,La Traviata,tt0084821,Piero Tosi,nm0869200,FALSE
55,1982,Production,COSTUME DESIGN,COSTUME DESIGN,an0052011,Sophie's Choice,tt0084707,Albert Wolsky,nm0938717,FALSE
55,1982,Production,COSTUME DESIGN,COSTUME DESIGN,an0052012,Tron,tt0084827,"Elois Jenssen, Rosanna Norton","nm0421784,nm0636287",FALSE
55,1982,Production,COSTUME DESIGN,COSTUME DESIGN,an0052013,Victor/Victoria,tt0084865,Patricia Norris,nm0635876,FALSE
55,1982,Directing,DIRECTING,DIRECTING,an0051986,Das Boot,tt0082096,Wolfgang Petersen,nm0000583,FALSE
55,1982,Directing,DIRECTING,DIRECTING,an0051988,E.T. The Extra-Terrestrial,tt0083866,Steven Spielberg,nm0000229,FALSE
55,1982,Directing,DIRECTING,DIRECTING,an0051984,Gandhi,tt0083987,Richard Attenborough,nm0000277,TRUE
55,1982,Directing,DIRECTING,DIRECTING,an0051987,Tootsie,tt0084805,Sydney Pollack,nm0001628,FALSE
55,1982,Directing,DIRECTING,DIRECTING,an0051985,The Verdict,tt0084855,Sidney Lumet,nm0001486,FALSE
55,1982,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0052059,After the Axe,tt0083525,"Sturla Gunnarsson and Steve Lucas, Producers","nm0348274,nm0524286",FALSE
55,1982,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0052060,Ben's Mill,tt0083638,"John Karol and Michel Chalufour, Producers","nm0439871,nm0150077",FALSE
55,1982,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0052061,In Our Water,tt0084127,"Meg Switzgable, Producer",nm0842837,FALSE
55,1982,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0052058,Just Another Missing Kid,tt0169446,"John Zaritsky, Producer",nm0953508,TRUE
55,1982,Title,DOCUMENTARY (Feature),DOCUMENTARY (Feature),an0052062,A Portrait of Giselle,tt0084524,"Joseph Wishy, Producer",nm0936552,FALSE
55,1982,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0052054,Gods of Metal,tt0084009,"Robert Richter, Producer",nm0724905,FALSE
55,1982,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0052053,If You Love This Planet,tt0084118,"Edward Le Lorrain and Terri Nash, Producers","nm0494396,nm0621815",TRUE
55,1982,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0052055,The Klan: A Legacy of Hate in America,tt0084213,"Charles Guggenheim and Werner Schumann, Producers","nm0346549,nm0776740",FALSE
55,1982,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0052056,To Live or Let Die,tt0084798,"Freida Lee Mock, Producer",nm0595131,FALSE
55,1982,Title,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),an0052057,Traveling Hopefully,tt0084820,"John G. Avildsen, Producer",nm0000814,FALSE
55,1982,Production,FILM EDITING,FILM EDITING,an0052020,Das Boot,tt0082096,Hannes Nikel,nm0631649,FALSE
55,1982,Production,FILM EDITING,FILM EDITING,an0052021,E.T. The Extra-Terrestrial,tt0083866,Carol Littleton,nm0514746,FALSE
55,1982,Production,FILM EDITING,FILM EDITING,an0052019,Gandhi,tt0083987,John Bloom,nm0089182,TRUE
55,1982,Production,FILM EDITING,FILM EDITING,an0052022,An Officer and a Gentleman,tt0084434,Peter Zinner,nm0957038,FALSE
55,1982,Production,FILM EDITING,FILM EDITING,an0052023,Tootsie,tt0084805,"Fredric Steinkamp, William Steinkamp","nm0826114,nm0826119",FALSE
55,1982,Production,MAKEUP AND HAIRSTYLING,MAKEUP,an0052044,Gandhi,tt0083987,Tom Smith,nm0810182,FALSE
55,1982,Production,MAKEUP AND HAIRSTYLING,MAKEUP,an0052043,Quest for Fire,tt0082484,"Sarah Monzani, Mich̬le Burke","nm0600389,nm0121807",TRUE
55,1982,Music,MUSIC (Original Score),MUSIC (Original Score),an0052035,E.T. The Extra-Terrestrial,tt0083866,John Williams,nm0002354,TRUE
55,1982,Music,MUSIC (Original Score),MUSIC (Original Score),an0052036,Gandhi,tt0083987,"Ravi Shankar, George Fenton","nm0788170,nm0006070",FALSE
55,1982,Music,MUSIC (Original Score),MUSIC (Original Score),an0052037,An Officer and a Gentleman,tt0084434,Jack Nitzsche,nm0006217,FALSE
55,1982,Music,MUSIC (Original Score),MUSIC (Original Score),an0052038,Poltergeist,tt0084516,Jerry Goldsmith,nm0000025,FALSE
55,1982,Music,MUSIC (Original Score),MUSIC (Original Score),an0052039,Sophie's Choice,tt0084707,Marvin Hamlisch,nm0006121,FALSE
55,1982,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),an0052041,Annie,tt0083564,Adaptation Score by Ralph Burns,nm0005985,FALSE
55,1982,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),an0052042,One from the Heart,tt0084445,Song Score by Tom Waits,nm0001823,FALSE
55,1982,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),an0052040,Victor/Victoria,tt0084865,Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,"nm0000049,nm0108634",TRUE
55,1982,Music,MUSIC (Original Song),MUSIC (Original Song),an0052031,Rocky III,tt0084602,Music and Lyric by Jim Peterik and Frankie Sullivan III,"nm1221512,nm0838071",FALSE
55,1982,Music,MUSIC (Original Song),MUSIC (Original Song),an0052032,Best Friends,tt0083641,Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,"nm0006166,nm0074732,nm0004750",FALSE
55,1982,Music,MUSIC (Original Song),MUSIC (Original Song),an0052033,"Yes, Giorgio",tt0084931,Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,"nm0002354,nm0074732,nm0004750",FALSE
55,1982,Music,MUSIC (Original Song),MUSIC (Original Song),an0052034,Tootsie,tt0084805,Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman,"nm0006115,nm0074732,nm0004750",FALSE
55,1982,Music,MUSIC (Original Song),MUSIC (Original Song),an0052030,An Officer and a Gentleman,tt0084434,Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,"nm0006217,nm0756763,nm0421263",TRUE
55,1982,Title,BEST PICTURE,BEST PICTURE,an0051960,E.T. The Extra-Terrestrial,tt0083866,"Steven Spielberg and Kathleen Kennedy, Producers","nm0000229,nm0005086",FALSE
55,1982,Title,BEST PICTURE,BEST PICTURE,an0051959,Gandhi,tt0083987,"Richard Attenborough, Producer",nm0000277,TRUE
55,1982,Title,BEST PICTURE,BEST PICTURE,an0051961,Missing,tt0084335,"Edward Lewis and Mildred Lewis, Producers","nm0507151,nm0507561",FALSE
55,1982,Title,BEST PICTURE,BEST PICTURE,an0051962,Tootsie,tt0084805,"Sydney Pollack and Dick Richards, Producers","nm0001628,nm0724059",FALSE
55,1982,Title,BEST PICTURE,BEST PICTURE,an0051963,The Verdict,tt0084855,"Richard D. Zanuck and David Brown, Producers","nm0005573,nm0113360",FALSE
55,1982,Title,SHORT FILM (Animated),SHORT FILM (Animated),an0052046,The Great Cognito,tt0084023,"Will Vinton, Producer",nm0899139,FALSE
55,1982,Title,SHORT FILM (Animated),SHORT FILM (Animated),an0052047,The Snowman,tt0084701,"John Coates, Producer",nm0167641,FALSE
55,1982,Title,SHORT FILM (Animated),SHORT FILM (Animated),an0052045,Tango,tt0084764,"Zbigniew Rybczynski, Producer",nm0752960,TRUE
55,1982,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),an0381690,Ballet Robotique,tt0083615,"Bob Rogers, Producer",nm0736748,FALSE
55,1982,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),an0052048,A Shocking Accident,tt0084672,"Christine Oestreicher, Producer",nm0644325,TRUE
55,1982,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),an0052050,The Silence,tt0084683,"Michael Toshiyuki Uno and Joseph Benson, Producers","nm0881306,nm0072544",FALSE
55,1982,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),an0052051,Split Cherry Tree,tt0084713,"Jan Saunders, Producer",nm0766834,FALSE
55,1982,Title,SHORT FILM (Live Action),SHORT FILM (Live Action),an0052052,Sredni Vashtar,tt0084722,"Andrew Birkin, Producer",nm0001949,FALSE
55,1982,Production,SOUND MIXING,SOUND,an0052015,Das Boot,tt0082096,"Milan Bor, Trevor Pyke, Mike Le-Mare","nm0095914,nm0701483,nm0494420",FALSE
55,1982,Production,SOUND MIXING,SOUND,an0052014,E.T. The Extra-Terrestrial,tt0083866,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa","nm0461702,nm0321915,nm0226564,nm0134481",TRUE
55,1982,Production,SOUND MIXING,SOUND,an0052016,Gandhi,tt0083987,"Gerry Humphreys, Robin O'Donoghue, Jonathan Bates, Simon Kaye","nm0006836,nm0640877,nm0060952,nm0443393",FALSE
55,1982,Production,SOUND MIXING,SOUND,an0052017,Tootsie,tt0084805,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Les Lazarowitz","nm0681250,nm0294370,nm1219804,nm0493796",FALSE
55,1982,Production,SOUND MIXING,SOUND,an0052018,Tron,tt0084827,"Michael Minkler, Bob Minkler, Lee Minkler, Jim La Rue","nm0591444,nm0591440,nm0591443,nm0489341",FALSE
55,1982,Production,SOUND EDITING,SOUND EFFECTS EDITING,an0052028,Das Boot,tt0082096,Mike Le-Mare,nm0494420,FALSE
55,1982,Production,SOUND EDITING,SOUND EFFECTS EDITING,an0052027,E.T. The Extra-Terrestrial,tt0083866,"Charles L. Campbell, Ben Burtt","nm0132287,nm0123785",TRUE
55,1982,Production,SOUND EDITING,SOUND EFFECTS EDITING,an0052029,Poltergeist,tt0084516,"Stephen Hunter Flick, Richard L. Anderson","nm0282276,nm0027328",FALSE
55,1982,Production,VISUAL EFFECTS,VISUAL EFFECTS,an0052025,Blade Runner,tt0083658,"Douglas Trumbull, Richard Yuricich, David Dryer","nm0874320,nm0951047,nm0238734",FALSE
55,1982,Production,VISUAL EFFECTS,VISUAL EFFECTS,an0052024,E.T. The Extra-Terrestrial,tt0083866,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith","nm0708058,nm0613830,nm0808946",TRUE
55,1982,Production,VISUAL EFFECTS,VISUAL EFFECTS,an0052026,Poltergeist,tt0084516,"Richard Edlund, Michael Wood, Bruce Nicholson","nm0249430,nm0939887,nm0629785",FALSE
55,1982,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0051995,Das Boot,tt0082096,Wolfgang Petersen,nm0000583,FALSE
55,1982,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0051994,Missing,tt0084335,"Costa-Gavras, Donald Stewart","nm0002020,nm0829329",TRUE
55,1982,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0051996,Sophie's Choice,tt0084707,Alan J. Pakula,nm0001587,FALSE
55,1982,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0051997,The Verdict,tt0084855,David Mamet,nm0000519,FALSE
55,1982,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay Based on Material from Another Medium),an0051998,Victor/Victoria,tt0084865,Blake Edwards,nm0001175,FALSE
55,1982,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0051990,Diner,tt0083833,Barry Levinson,nm0001469,FALSE
55,1982,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0051991,E.T. The Extra-Terrestrial,tt0083866,Melissa Mathison,nm0558953,FALSE
55,1982,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0051989,Gandhi,tt0083987,John Briley,nm0109300,TRUE
55,1982,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0051992,An Officer and a Gentleman,tt0084434,Douglas Day Stewart,nm0829343,FALSE
55,1982,Writing,WRITING (Original Screenplay),WRITING (Screenplay Written Directly for the Screen),an0051993,Tootsie,tt0084805,"Screenplay by Larry Gelbart, Murray Schisgal; Story by Don McGuire, Larry Gelbart","nm0312205,nm0772003,nm0570190",FALSE
56,1983,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0052090,Educating Rita,tt0085478,Michael Caine,nm0000323,FALSE
56,1983,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0052091,"Reuben, Reuben",tt0084591,Tom Conti,nm0002018,FALSE
56,1983,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0052092,The Dresser,tt0085461,Tom Courtenay,nm0183822,FALSE
56,1983,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0052089,Tender Mercies,tt0086423,Robert Duvall,nm0000380,TRUE
56,1983,Acting,ACTOR IN A LEADING ROLE,ACTOR IN A LEADING ROLE,an0052093,The Dresser,tt0085461,Albert Finney,nm0001215,FALSE
56,1983,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0052100,To Be or Not to Be,tt0086450,Charles Durning,nm0001164,FALSE
56,1983,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0052101,Terms of Endearment,tt0086425,John Lithgow,nm0001475,FALSE
56,1983,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0052099,Terms of Endearment,tt0086425,Jack Nicholson,nm0000197,TRUE
56,1983,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0052102,The Right Stuff,tt0086197,Sam Shepard,nm0001731,FALSE
56,1983,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,an0052103,Cross Creek,tt0085380,Rip Torn,nm0001800,FALSE
56,1983,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0052095,Testament,tt0086429,Jane Alexander,nm0000737,FALSE
56,1983,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0052094,Terms of Endearment,tt0086425,Shirley MacLaine,nm0000511,TRUE
56,1983,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0052096,Silkwood,tt0086312,Meryl Streep,nm0000658,FALSE
56,1983,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0052097,Educating Rita,tt0085478,Julie Walters,nm0910278,FALSE
56,1983,Acting,ACTRESS IN A LEADING ROLE,ACTRESS IN A LEADING ROLE,an0052098,Terms of Endearment,tt0086425,Debra Winger,nm0000700,FALSE
