Ceremony,Year,Class,CanonicalCategory,Category,NomId,Film,FilmId,Name,NomineeIds,Winner
1,1927/28,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0051251,The Noose,tt0019217,Richard Barthelmess,nm0001932,FALSE
1,1927/28,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0051252,The Patent Leather Kid,tt0018253,Richard Barthelmess,nm0001932,FALSE
1,1927/28,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0051250a,The Last Command,tt0019071,Emil Jannings,nm0417837,TRUE
1,1927/28,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0051250b,The Way of All Flesh,tt0019553,Emil Jannings,nm0417837,TRUE
1,1927/28,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051255,A Ship Comes In,tt0018389,Louise Dresser,nm0237571,FALSE
1,1927/28,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051254a,7th Heaven,tt0018379,Janet Gaynor,nm0310980,TRUE
1,1927/28,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051254b,Street Angel,tt0019429,Janet Gaynor,nm0310980,TRUE
1,1927/28,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051254c,Sunrise,tt0018455,Janet Gaynor,nm0310980,TRUE
1,1927/28,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051256,Sadie Thompson,tt0019344,Gloria Swanson,nm0841797,FALSE
1,1927/28,Production,ART DIRECTION,ART DIRECTION,an0051282,Sunrise,tt0018455,Rochus Gliese,nm0322843,FALSE
1,1927/28,Production,ART DIRECTION,ART DIRECTION,an0051279,The Dove,tt0017822,William Cameron Menzies,nm0580017,TRUE
1,1927/28,Production,ART DIRECTION,ART DIRECTION,an0051280,Tempest,tt0019451,William Cameron Menzies,nm0580017,TRUE
1,1927/28,Production,ART DIRECTION,ART DIRECTION,an0051281,7th Heaven,tt0018379,Harry Oliver,nm0646856,FALSE
1,1927/28,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051273,The Devil Dancer,tt0017806,George Barnes,nm0055604,FALSE
1,1927/28,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051275,The Magic Flame,tt0018129,George Barnes,nm0055604,FALSE
1,1927/28,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051277,Sadie Thompson,tt0019344,George Barnes,nm0055604,FALSE
1,1927/28,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051272,Sunrise,tt0018455,"Charles Rosher, Karl Struss","nm0003546,nm0835365",TRUE
1,1927/28,Directing,DIRECTING (Comedy Picture),DIRECTING (Comedy Picture),an0051257,Two Arabian Knights,tt0018515,Lewis Milestone,nm0587277,TRUE
1,1927/28,Directing,DIRECTING (Comedy Picture),DIRECTING (Comedy Picture),an0051259,Speedy,tt0019412,Ted Wilde,nm0928514,FALSE
1,1927/28,Directing,DIRECTING (Dramatic Picture),DIRECTING (Dramatic Picture),an0051260,7th Heaven,tt0018379,Frank Borzage,nm0097648,TRUE
1,1927/28,Directing,DIRECTING (Dramatic Picture),DIRECTING (Dramatic Picture),an0051261,Sorrell and Son,tt0018429,Herbert Brenon,nm0107543,FALSE
1,1927/28,Directing,DIRECTING (Dramatic Picture),DIRECTING (Dramatic Picture),an0051262,The Crowd,tt0018806,King Vidor,nm0896542,FALSE
1,1927/28,Production,VISUAL EFFECTS,ENGINEERING EFFECTS,an0051283,Wings,tt0018578,Roy Pomeroy,nm0690120,TRUE
1,1927/28,Title,BEST PICTURE,OUTSTANDING PICTURE,an0051244,The Racket,tt0019304,The Caddo Company,co0074827,FALSE
1,1927/28,Title,BEST PICTURE,OUTSTANDING PICTURE,an0051245,7th Heaven,tt0018379,Fox,co0028775,FALSE
1,1927/28,Title,BEST PICTURE,OUTSTANDING PICTURE,an0051242,Wings,tt0018578,Paramount Famous Lasky,co0023400,TRUE
1,1927/28,Title,UNIQUE AND ARTISTIC PICTURE,UNIQUE AND ARTISTIC PICTURE,an0051247,Sunrise,tt0018455,Fox,co0028775,TRUE
1,1927/28,Title,UNIQUE AND ARTISTIC PICTURE,UNIQUE AND ARTISTIC PICTURE,an0051249,The Crowd,tt0018806,Metro-Goldwyn-Mayer,co0007143,FALSE
1,1927/28,Title,UNIQUE AND ARTISTIC PICTURE,UNIQUE AND ARTISTIC PICTURE,an0051248,Chang,tt0017743,Paramount Famous Lasky,co0023400,FALSE
1,1927/28,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0051265,The Jazz Singer,tt0018037,Alfred Cohn,nm0169879,FALSE
1,1927/28,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0051264,Glorious Betsy,tt0018945,Anthony Coldeway,nm0170401,FALSE
1,1927/28,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0051263,7th Heaven,tt0018379,Benjamin Glazer,nm0322227,TRUE
1,1927/28,Writing,WRITING (Original Story),WRITING (Original Story),an0051267,The Last Command,tt0019071,Lajos Biro,nm0083742,FALSE
1,1927/28,Writing,WRITING (Original Story),WRITING (Original Story),an0051266,Underworld,tt0018526,Ben Hecht,nm0372942,TRUE
1,1927/28,Writing,WRITING (Title Writing),WRITING (Title Writing),an0051271,The Private Life of Helen of Troy,tt0017979,Gerald Duffy,nm0240534,FALSE
1,1927/28,Special,SPECIAL AWARD,SPECIAL AWARD,an0051420,The Jazz Singer,tt0018037,Warner Bros.,co0080422,TRUE
1,1927/28,Special,SPECIAL AWARD,SPECIAL AWARD,an0051421,The Circus,tt0018773,Charles Chaplin,nm0000122,TRUE
2,1928/29,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053792,Thunderbolt,tt0020499,Columbia Pictures Corporation,nm0051628,FALSE
2,1928/29,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053791,In Old Arizona,tt0020018,Warner Bros.,nm0062828,TRUE
2,1928/29,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053793,Alibi,tt0019630,Charles Chaplin,nm0606431,FALSE
2,1928/29,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053794,The Valiant,tt0020543,Columbia Pictures Corporation,nm0612847,FALSE
2,1928/29,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053795,The Patriot,tt0019257,Warner Bros.,nm0832011,FALSE
2,1928/29,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053797,Madame X,tt0020126,Charles Chaplin,nm0154183,FALSE
2,1928/29,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053798,The Barker,tt0018674,Columbia Pictures Corporation,nm0173993,FALSE
2,1928/29,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053799,The Letter,tt0020092,Warner Bros.,nm0247074,FALSE
2,1928/29,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053800,The Divine Lady,tt0019824,Charles Chaplin,nm0341464,FALSE
2,1928/29,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053801,The Broadway Melody,tt0019729,Columbia Pictures Corporation,nm0522281,FALSE
2,1928/29,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053796,Coquette,tt0019788,Warner Bros.,nm0681933,TRUE
2,1928/29,Production,ART DIRECTION,ART DIRECTION,an0053832,The Patriot,tt0019257,Charles Chaplin,nm0237417,FALSE
2,1928/29,Production,ART DIRECTION,ART DIRECTION,an0053826,The Bridge of San Luis Rey,tt0019722,Columbia Pictures Corporation,nm0316539,TRUE
2,1928/29,Production,ART DIRECTION,ART DIRECTION,an0053829,Dynamite,tt0019843,Warner Bros.,nm0500552,FALSE
2,1928/29,Production,ART DIRECTION,ART DIRECTION,an0053827,Alibi,tt0019630,Charles Chaplin,nm0580017,FALSE
2,1928/29,Production,ART DIRECTION,ART DIRECTION,an0053828,The Awakening,tt0018666,Columbia Pictures Corporation,nm0580017,FALSE
2,1928/29,Production,ART DIRECTION,ART DIRECTION,an0053833,Street Angel,tt0019429,Warner Bros.,nm0646856,FALSE
2,1928/29,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053824,Our Dancing Daughters,tt0019237,Charles Chaplin,nm0055604,FALSE
2,1928/29,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053820,White Shadows in the South Seas,tt0019574,Columbia Pictures Corporation,nm0005682,TRUE
2,1928/29,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053823,In Old Arizona,tt0020018,Warner Bros.,nm0249186,FALSE
2,1928/29,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053822,Four Devils,tt0018907,Charles Chaplin,nm0005823,FALSE
2,1928/29,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053825,Street Angel,tt0019429,Columbia Pictures Corporation,nm0005823,FALSE
2,1928/29,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053821,The Divine Lady,tt0019824,Warner Bros.,nm0005870,FALSE
2,1928/29,Directing,DIRECTING,DIRECTING,an0053803,Madame X,tt0020126,Charles Chaplin,nm0000859,FALSE
2,1928/29,Directing,DIRECTING,DIRECTING,an0053804,The Broadway Melody,tt0019729,Columbia Pictures Corporation,nm0064600,FALSE
2,1928/29,Directing,DIRECTING,DIRECTING,an0053805,In Old Arizona,tt0020018,Warner Bros.,nm0191899,FALSE
2,1928/29,Directing,DIRECTING,DIRECTING,an0053802,The Divine Lady,tt0019824,Charles Chaplin,nm0515979,TRUE
2,1928/29,Directing,DIRECTING,DIRECTING,an0053807,Drag,tt0019833,Columbia Pictures Corporation,nm0515979,FALSE
2,1928/29,Directing,DIRECTING,DIRECTING,an0053806,Weary River,tt0019557,Warner Bros.,nm0515979,FALSE
2,1928/29,Directing,DIRECTING,DIRECTING,an0053808,The Patriot,tt0019257,Charles Chaplin,nm0523932,FALSE
2,1928/29,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053787,Alibi,tt0019630,Columbia Pictures Corporation,co0203140,FALSE
2,1928/29,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053789,In Old Arizona,tt0020018,Warner Bros.,co0028775,FALSE
2,1928/29,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053786,The Broadway Melody,tt0019729,Charles Chaplin,co0007143,TRUE
2,1928/29,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053788,Hollywood Revue,tt0019993,Columbia Pictures Corporation,co0007143,FALSE
2,1928/29,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053790,The Patriot,tt0019257,Warner Bros.,co0023400,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053811,In Old Arizona,tt0020018,Charles Chaplin,nm0058179,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053817,The Valiant,tt0020543,Columbia Pictures Corporation,nm0058179,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053810,The Cop,tt0018792,Warner Bros.,nm0165470,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053813,The Leatherneck,tt0020088,Charles Chaplin,nm0165470,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053815,Sal of Singapore,tt0019348,Columbia Pictures Corporation,nm0165470,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053816,Skyscraper,tt0019398,Warner Bros.,nm0165470,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053812,The Last of Mrs. Cheyney,tt0020081,Charles Chaplin,nm0473134,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053809,The Patriot,tt0019257,Columbia Pictures Corporation,nm0473134,TRUE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053814,Our Dancing Daughters,tt0019237,Warner Bros.,nm0522674,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053818,A Woman of Affairs,tt0019591,Charles Chaplin,nm0580648,FALSE
2,1928/29,Writing,WRITING (Adapted Screenplay),WRITING,an0053819,Wonder of Women,tt0020603,Columbia Pictures Corporation,nm0580648,FALSE
3,1929/30,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053839,Disraeli,tt0019823,Warner Bros.,nm0002183,TRUE
3,1929/30,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053840,The Green Goddess,tt0020938,Charles Chaplin,nm0002183,FALSE
3,1929/30,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053841,The Big House,tt0020686,Columbia Pictures Corporation,nm0000891,FALSE
3,1929/30,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053842,The Big Pond,tt0020690,Warner Bros.,nm0002001,FALSE
3,1929/30,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053843,The Love Parade,tt0020112,Charles Chaplin,nm0002001,FALSE
3,1929/30,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053844,Bulldog Drummond,tt0019735,Columbia Pictures Corporation,nm0172903,FALSE
3,1929/30,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053845,Condemned,tt0019785,Warner Bros.,nm0172903,FALSE
3,1929/30,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053846,The Rogue Song,tt0021307,Charles Chaplin,nm0862546,FALSE
3,1929/30,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053848,The Devil's Holiday,tt0020823,Columbia Pictures Corporation,nm0007216,FALSE
3,1929/30,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053849,Sarah and Son,tt0021335,Warner Bros.,nm0154183,FALSE
3,1929/30,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053850,Anna Christie,tt0020641,Charles Chaplin,nm0001256,FALSE
3,1929/30,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053851,Romance,tt0021310,Columbia Pictures Corporation,nm0001256,FALSE
3,1929/30,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053847,The Divorcee,tt0020827,Warner Bros.,nm0790454,TRUE
3,1929/30,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053852,Their Own Desire,tt0020488,Charles Chaplin,nm0790454,FALSE
3,1929/30,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053853,The Trespasser,tt0020514,Columbia Pictures Corporation,nm0841797,FALSE
3,1929/30,Production,ART DIRECTION,ART DIRECTION,an0053871,Bulldog Drummond,tt0019735,Warner Bros.,nm0580017,FALSE
3,1929/30,Production,ART DIRECTION,ART DIRECTION,an0053870,King of Jazz,tt0021025,Charles Chaplin,nm0743983,TRUE
3,1929/30,Production,ART DIRECTION,ART DIRECTION,an0053872,The Love Parade,tt0020112,Columbia Pictures Corporation,nm0237417,FALSE
3,1929/30,Production,ART DIRECTION,ART DIRECTION,an0053873,Sally,tt0020358,Warner Bros.,nm0645605,FALSE
3,1929/30,Production,ART DIRECTION,ART DIRECTION,an0053874,The Vagabond King,tt0021511,Charles Chaplin,nm0237417,FALSE
3,1929/30,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053866,All Quiet on the Western Front,tt0020629,Columbia Pictures Corporation,nm0249186,FALSE
3,1929/30,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053867,Anna Christie,tt0020641,Warner Bros.,nm0200125,FALSE
3,1929/30,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053868,Hell's Angels,tt0020960,Charles Chaplin,"nm0309974,nm0675091",FALSE
3,1929/30,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053869,The Love Parade,tt0020112,Columbia Pictures Corporation,nm0005800,FALSE
3,1929/30,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053865,With Byrd at the South Pole,tt0020594,Warner Bros.,"nm0748530,nm0886447",TRUE
3,1929/30,Directing,DIRECTING,DIRECTING,an0053855,Anna Christie,tt0020641,Charles Chaplin,nm0113284,FALSE
3,1929/30,Directing,DIRECTING,DIRECTING,an0053856,Romance,tt0021310,Columbia Pictures Corporation,nm0113284,FALSE
3,1929/30,Directing,DIRECTING,DIRECTING,an0053857,The Divorcee,tt0020827,Warner Bros.,nm0502752,FALSE
3,1929/30,Directing,DIRECTING,DIRECTING,an0053858,The Love Parade,tt0020112,Charles Chaplin,nm0523932,FALSE
3,1929/30,Directing,DIRECTING,DIRECTING,an0053854,All Quiet on the Western Front,tt0020629,Columbia Pictures Corporation,nm0587277,TRUE
3,1929/30,Directing,DIRECTING,DIRECTING,an0053859,Hallelujah,tt0019959,Warner Bros.,nm0896542,FALSE
3,1929/30,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053834,All Quiet on the Western Front,tt0020629,Charles Chaplin,co0005073,TRUE
3,1929/30,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053835,The Big House,tt0020686,Columbia Pictures Corporation,co0073404,FALSE
3,1929/30,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053836,Disraeli,tt0019823,Warner Bros.,co0080422,FALSE
3,1929/30,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053837,The Divorcee,tt0020827,Charles Chaplin,co0007143,FALSE
3,1929/30,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053838,The Love Parade,tt0020112,Columbia Pictures Corporation,co0023400,FALSE
3,1929/30,Production,SOUND RECORDING,SOUND RECORDING,an0053875,The Big House,tt0020686,Warner Bros.,"co0007143,nm0790428",TRUE
3,1929/30,Production,SOUND RECORDING,SOUND RECORDING,an0053876,The Case of Sergeant Grischa,tt0020744,Charles Chaplin,"co0041421,nm0872569",FALSE
3,1929/30,Production,SOUND RECORDING,SOUND RECORDING,an0053877,The Love Parade,tt0020112,Columbia Pictures Corporation,"co0023400,nm0360630",FALSE
3,1929/30,Production,SOUND RECORDING,SOUND RECORDING,an0053878,Raffles,tt0021281,Warner Bros.,"co0026841,nm0481264",FALSE
3,1929/30,Production,SOUND RECORDING,SOUND RECORDING,an0053879,Song of the Flame,tt0021404,Charles Chaplin,"co0041460,nm0344060",FALSE
3,1929/30,Writing,WRITING (Adapted Screenplay),WRITING,an0053861,All Quiet on the Western Front,tt0020629,Columbia Pictures Corporation,"nm0007973,nm0027173,nm0028636",FALSE
3,1929/30,Writing,WRITING (Adapted Screenplay),WRITING,an0053860,The Big House,tt0020686,Warner Bros.,nm0547966,TRUE
3,1929/30,Writing,WRITING (Adapted Screenplay),WRITING,an0053862,Disraeli,tt0019823,Charles Chaplin,nm0430756,FALSE
3,1929/30,Writing,WRITING (Adapted Screenplay),WRITING,an0053863,The Divorcee,tt0020827,Columbia Pictures Corporation,nm0576046,FALSE
3,1929/30,Writing,WRITING (Adapted Screenplay),WRITING,an0053864,Street of Chance,tt0021420,Warner Bros.,nm0261455,FALSE
4,1930/31,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0050080,A Free Soul,tt0021885,Charles Chaplin,nm0000859,TRUE
4,1930/31,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0050081,Skippy,tt0022397,Columbia Pictures Corporation,nm0178114,FALSE
4,1930/31,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0050082,Cimarron,tt0021746,Warner Bros.,nm0228715,FALSE
4,1930/31,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0050083,The Royal Family of Broadway,tt0021322,Charles Chaplin,nm0545298,FALSE
4,1930/31,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0050084,The Front Page,tt0021890,Columbia Pictures Corporation,nm0579663,FALSE
4,1930/31,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0050086,Morocco,tt0021156,Warner Bros.,nm0000017,FALSE
4,1930/31,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0050085,Min and Bill,tt0021148,Charles Chaplin,nm0237597,TRUE
4,1930/31,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0050087,Cimarron,tt0021746,Columbia Pictures Corporation,nm0002050,FALSE
4,1930/31,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0050088,Holiday,tt0020985,Warner Bros.,nm0362267,FALSE
4,1930/31,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0050089,A Free Soul,tt0021885,Charles Chaplin,nm0790454,FALSE
4,1930/31,Production,ART DIRECTION,ART DIRECTION,an0050110,Cimarron,tt0021746,Columbia Pictures Corporation,nm0753663,TRUE
4,1930/31,Production,ART DIRECTION,ART DIRECTION,an0050111,Just Imagine,tt0021016,Warner Bros.,"nm0329684,nm0358518",FALSE
4,1930/31,Production,ART DIRECTION,ART DIRECTION,an0050112,Morocco,tt0021156,Charles Chaplin,nm0237417,FALSE
4,1930/31,Production,ART DIRECTION,ART DIRECTION,an0050113,Svengali,tt0022454,Columbia Pictures Corporation,nm0343819,FALSE
4,1930/31,Production,ART DIRECTION,ART DIRECTION,an0050114,Whoopee!,tt0021549,Warner Bros.,nm0206554,FALSE
4,1930/31,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0050106,Cimarron,tt0021746,Charles Chaplin,nm0005676,FALSE
4,1930/31,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0050107,Morocco,tt0021156,Columbia Pictures Corporation,nm0005716,FALSE
4,1930/31,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0050108,The Right to Love,tt0021301,Warner Bros.,nm0485702,FALSE
4,1930/31,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0050109,Svengali,tt0022454,Charles Chaplin,nm0569222,FALSE
4,1930/31,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0050105,Tabu,tt0022458,Columbia Pictures Corporation,nm0005677,TRUE
4,1930/31,Directing,DIRECTING,DIRECTING,an0050093,Cimarron,tt0021746,Warner Bros.,nm0749484,FALSE
4,1930/31,Directing,DIRECTING,DIRECTING,an0050091,A Free Soul,tt0021885,Charles Chaplin,nm0113284,FALSE
4,1930/31,Directing,DIRECTING,DIRECTING,an0050092,The Front Page,tt0021890,Columbia Pictures Corporation,nm0587277,FALSE
4,1930/31,Directing,DIRECTING,DIRECTING,an0050094,Morocco,tt0021156,Warner Bros.,nm0903049,FALSE
4,1930/31,Directing,DIRECTING,DIRECTING,an0050090,Skippy,tt0022397,Charles Chaplin,nm0851537,TRUE
4,1930/31,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0050075,Cimarron,tt0021746,Columbia Pictures Corporation,co0041421,TRUE
4,1930/31,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0050076,East Lynne,tt0021826,Warner Bros.,co0028775,FALSE
4,1930/31,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0050077,The Front Page,tt0021890,Charles Chaplin,co0074827,FALSE
4,1930/31,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0050078,Skippy,tt0022397,Columbia Pictures Corporation,co0023400,FALSE
4,1930/31,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0050079,Trader Horn,tt0022495,Warner Bros.,co0007143,FALSE
4,1930/31,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0050095,Cimarron,tt0021746,Charles Chaplin,nm0261455,TRUE
4,1930/31,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0050096,The Criminal Code,tt0021770,Columbia Pictures Corporation,"nm0589316,nm0629240",FALSE
4,1930/31,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0050097,Holiday,tt0020985,Warner Bros.,nm0413590,FALSE
4,1930/31,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0050098,Little Caesar,tt0021079,Charles Chaplin,"nm0267020,nm0498133",FALSE
4,1930/31,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0050099,Skippy,tt0022397,Columbia Pictures Corporation,"nm0000581,nm0591791",FALSE
4,1930/31,Writing,WRITING (Original Story),WRITING (Original Story),an0050100,The Dawn Patrol,tt0020815,Warner Bros.,nm0766850,TRUE
4,1930/31,Writing,WRITING (Original Story),WRITING (Original Story),an0050101,The Doorway to Hell,tt0020836,Charles Chaplin,nm0114602,FALSE
4,1930/31,Writing,WRITING (Original Story),WRITING (Original Story),an0050102,Laughter,tt0021053,Columbia Pictures Corporation,"nm0195496,nm0234608,nm0829330",FALSE
4,1930/31,Writing,WRITING (Original Story),WRITING (Original Story),an0050103,The Public Enemy,tt0022286,Warner Bros.,"nm0109148,nm0321891",FALSE
4,1930/31,Writing,WRITING (Original Story),WRITING (Original Story),an0050104,Smart Money,tt0022403,Charles Chaplin,"nm0399203,nm0413711",FALSE
5,1931/32,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053438,The Champ,tt0021730,Columbia Pictures Corporation,nm0000891,TRUE
5,1931/32,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053440,The Guardsman,tt0021931,Warner Bros.,nm0526795,FALSE
5,1931/32,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053439,Dr. Jekyll and Mr. Hyde,tt0022835,Charles Chaplin,nm0545298,TRUE
5,1931/32,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053442,Emma,tt0022854,Columbia Pictures Corporation,nm0237597,FALSE
5,1931/32,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053443,The Guardsman,tt0021931,Warner Bros.,nm0285007,FALSE
5,1931/32,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053441,The Sin of Madelon Claudet,tt0022386,Charles Chaplin,nm0371040,TRUE
5,1931/32,Production,ART DIRECTION,ART DIRECTION,an0053458,Ã€ Nous la LibertÃ©,tt0022599,Columbia Pictures Corporation,nm0576226,FALSE
5,1931/32,Production,ART DIRECTION,ART DIRECTION,an0053459,Arrowsmith,tt0021622,Warner Bros.,nm0206554,FALSE
5,1931/32,Production,ART DIRECTION,ART DIRECTION,an0053457,Transatlantic,tt0022500,Charles Chaplin,nm0928781,TRUE
5,1931/32,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053455,Arrowsmith,tt0021622,Columbia Pictures Corporation,nm0432482,FALSE
5,1931/32,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053456,Dr. Jekyll and Mr. Hyde,tt0022835,Warner Bros.,nm0835365,FALSE
5,1931/32,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053454,Shanghai Express,tt0023458,Charles Chaplin,nm0005716,TRUE
5,1931/32,Directing,DIRECTING,DIRECTING,an0053444,Bad Girl,tt0021635,Columbia Pictures Corporation,nm0097648,TRUE
5,1931/32,Directing,DIRECTING,DIRECTING,an0053445,The Champ,tt0021730,Warner Bros.,nm0896542,FALSE
5,1931/32,Directing,DIRECTING,DIRECTING,an0053446,Shanghai Express,tt0023458,Charles Chaplin,nm0903049,FALSE
5,1931/32,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053431,Arrowsmith,tt0021622,Columbia Pictures Corporation,co0058013,FALSE
5,1931/32,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053432,Bad Girl,tt0021635,Warner Bros.,co0028775,FALSE
5,1931/32,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053433,The Champ,tt0021730,Charles Chaplin,co0007143,FALSE
5,1931/32,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053434,Five Star Final,tt0021873,Columbia Pictures Corporation,co0041460,FALSE
5,1931/32,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053430,Grand Hotel,tt0022958,Warner Bros.,co0007143,TRUE
5,1931/32,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053435,One Hour with You,tt0023303,Charles Chaplin,co0023400,FALSE
5,1931/32,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053436,Shanghai Express,tt0023458,Columbia Pictures Corporation,co0023400,FALSE
5,1931/32,Title,BEST PICTURE,OUTSTANDING PRODUCTION,an0053437,The Smiling Lieutenant,tt0022074,Warner Bros.,co0023400,FALSE
